id,community,label
35356174,MCELROY,user
35682119,MCELROY,user
37131410,MCELROY,user
41145354,MCELROY,user
46079123,MCELROY,user
47698977,MCELROY,user
47854057,MCELROY,user
49263003,MCELROY,user
49445432,MCELROY,user
49472925,MCELROY,user
50299343,MCELROY,user
51423899,MCELROY,user
51710156,MCELROY,user
52869653,MCELROY,user
52896967,MCELROY,user
52899664,MCELROY,user
53292459,MCELROY,user
56313202,MCELROY,user
57136872,MCELROY,user
60457366,MCELROY,user
61718409,MCELROY,user
61863501,MCELROY,user
62930968,MCELROY,user
65893796,MCELROY,user
66368614,MCELROY,user
66922770,MCELROY,user
68945334,MCELROY,user
69235502,MCELROY,user
69331107,MCELROY,user
69357700,MCELROY,user
69775472,MCELROY,user
69973818,MCELROY,user
71073752,MCELROY,user
72027349,MCELROY,user
74256191,MCELROY,user
74276775,MCELROY,user
80639698,MCELROY,user
81445649,MCELROY,user
82774016,MCELROY,user
84897402,MCELROY,user
84975350,MCELROY,user
86849174,MCELROY,user
89009398,MCELROY,user
94237763,MCELROY,user
94365205,MCELROY,user
100270186,MCELROY,user
101881693,MCELROY,user
102311752,MCELROY,user
103440091,MCELROY,user
104389684,MCELROY,user
106074986,MCELROY,user
107256611,MCELROY,user
107421379,MCELROY,user
108988491,MCELROY,user
110273434,MCELROY,user
113501682,MCELROY,user
113905316,MCELROY,user
116245882,MCELROY,user
119737370,MCELROY,user
119963720,MCELROY,user
120377270,MCELROY,user
120891104,MCELROY,user
124304434,MCELROY,user
130166575,MCELROY,user
132093481,MCELROY,user
136092946,MCELROY,user
139012097,MCELROY,user
144197537,MCELROY,user
144725897,MCELROY,user
146101579,MCELROY,user
147056226,MCELROY,user
148247748,MCELROY,user
149159526,MCELROY,user
150596436,MCELROY,user
151069615,MCELROY,user
152209036,MCELROY,user
157794497,MCELROY,user
158453406,MCELROY,user
161403924,MCELROY,user
161755878,MCELROY,user
162459958,MCELROY,user
163122854,MCELROY,user
163133991,MCELROY,user
163541494,MCELROY,user
163661743,MCELROY,user
164021567,MCELROY,user
164176202,MCELROY,user
164227587,MCELROY,user
165776874,MCELROY,user
166347826,MCELROY,user
166426885,MCELROY,user
167370345,MCELROY,user
168632616,MCELROY,user
169286865,MCELROY,user
171064015,MCELROY,user
172937931,MCELROY,user
178522239,MCELROY,user
182237692,MCELROY,user
182532027,MCELROY,user
185848624,MCELROY,user
188014709,MCELROY,user
188347129,MCELROY,user
192065628,MCELROY,user
192141719,MCELROY,user
194696965,MCELROY,user
195413249,MCELROY,user
196058120,MCELROY,user
201306166,MCELROY,user
201606032,MCELROY,user
204018198,MCELROY,user
204914953,MCELROY,user
206595312,MCELROY,user
209716408,MCELROY,user
210421153,MCELROY,user
210427898,MCELROY,user
211186830,MCELROY,user
219782205,MCELROY,user
224470040,MCELROY,user
226022176,MCELROY,user
227075895,MCELROY,user
227229211,MCELROY,user
229497708,MCELROY,user
230364406,MCELROY,user
230402802,MCELROY,user
231500874,MCELROY,user
239054561,MCELROY,user
239339781,MCELROY,user
242243586,MCELROY,user
243875635,MCELROY,user
244289047,MCELROY,user
244289760,MCELROY,user
245714896,MCELROY,user
247797713,MCELROY,user
248163395,MCELROY,user
249348241,MCELROY,user
249928343,MCELROY,user
252901806,MCELROY,user
258844091,MCELROY,user
262198432,MCELROY,user
266931539,MCELROY,user
268918350,MCELROY,user
269114968,MCELROY,user
269421344,MCELROY,user
270435169,MCELROY,user
271032418,MCELROY,user
271694431,MCELROY,user
276211553,MCELROY,user
276855964,MCELROY,user
277440770,MCELROY,user
279469693,MCELROY,user
281494104,MCELROY,user
281726455,MCELROY,user
290053066,MCELROY,user
291830420,MCELROY,user
318569450,MCELROY,user
325104339,MCELROY,user
325942352,MCELROY,user
340395031,MCELROY,user
347556449,MCELROY,user
351294218,MCELROY,user
351544425,MCELROY,user
351864192,MCELROY,user
359254670,MCELROY,user
361367104,MCELROY,user
364096454,MCELROY,user
365216486,MCELROY,user
365825389,MCELROY,user
366039935,MCELROY,user
376049725,MCELROY,user
379363303,MCELROY,user
383915628,MCELROY,user
385907455,MCELROY,user
395601783,MCELROY,user
396016319,MCELROY,user
399467631,MCELROY,user
403854865,MCELROY,user
409719338,MCELROY,user
410124902,MCELROY,user
419493367,MCELROY,user
435913835,MCELROY,user
443484077,MCELROY,user
460016041,MCELROY,user
477228312,MCELROY,user
479394151,MCELROY,user
493312904,MCELROY,user
497283735,MCELROY,user
513266680,MCELROY,user
531227787,MCELROY,user
544785079,MCELROY,user
547455204,MCELROY,user
554472630,MCELROY,user
558527611,MCELROY,user
559291288,MCELROY,user
574602451,MCELROY,user
575197694,MCELROY,user
578398654,MCELROY,user
448583109,BIGFEST,user
320873743,BIGFEST,user
57429882,BIGFEST,user
38448761,BIGFEST,user
331038914,BIGFEST,user
302729873,BIGFEST,user
461571996,BIGFEST,user
468291556,BIGFEST,user
392638098,BIGFEST,user
11324807,BIGFEST,user
408969283,BIGFEST,user
234291030,BIGFEST,user
19384311,BIGFEST,user
15001935,BIGFEST,user
30474238,BIGFEST,user
202491700,BIGFEST,user
496506546,BIGFEST,user
258097218,BIGFEST,user
228745694,BIGFEST,user
336279921,BIGFEST,user
8971322,BIGFEST,user
353046077,BIGFEST,user
65462795,BIGFEST,user
268642964,BIGFEST,user
555424952,BIGFEST,user
581706260,BIGFEST,user
541398188,BIGFEST,user
6002510,BIGFEST,user
565850594,BIGFEST,user
440817028,BIGFEST,user
34779180,BIGFEST,user
293164800,BIGFEST,user
476183962,BIGFEST,user
3053197,BIGFEST,user
557648074,BIGFEST,user
235723723,BIGFEST,user
80277268,BIGFEST,user
775630,BIGFEST,user
15859149,BIGFEST,user
254242399,BIGFEST,user
151620593,BIGFEST,user
291213957,BIGFEST,user
156494337,BIGFEST,user
250558194,BIGFEST,user
96817995,BIGFEST,user
121358067,BIGFEST,user
3454967,BIGFEST,user
417448121,BIGFEST,user
3334362,BIGFEST,user
459123443,BIGFEST,user
12024044,BIGFEST,user
911408,BIGFEST,user
27006054,BIGFEST,user
73090980,BIGFEST,user
286048009,BIGFEST,user
16321936,BIGFEST,user
267861,BIGFEST,user
154116970,BIGFEST,user
52129333,BIGFEST,user
211145900,BIGFEST,user
159919478,BIGFEST,user
333401319,BIGFEST,user
143468673,BIGFEST,user
196037908,BIGFEST,user
492853803,BIGFEST,user
287410409,BIGFEST,user
143753858,BIGFEST,user
159478751,BIGFEST,user
499589272,BIGFEST,user
32971336,BIGFEST,user
156963089,BIGFEST,user
94540070,BIGFEST,user
79677916,BIGFEST,user
51618312,BIGFEST,user
334944162,BIGFEST,user
44071718,BIGFEST,user
7054689,BIGFEST,user
375302679,BIGFEST,user
135931371,BIGFEST,user
387542604,BIGFEST,user
39286376,BIGFEST,user
24010448,BIGFEST,user
239627863,BIGFEST,user
287795099,BIGFEST,user
154187149,BIGFEST,user
120741654,BIGFEST,user
288317017,BIGFEST,user
189366413,BIGFEST,user
290419753,BIGFEST,user
372979812,BIGFEST,user
270844475,BIGFEST,user
2942168,BIGFEST,user
43555112,BIGFEST,user
92178462,BIGFEST,user
37741831,BIGFEST,user
393286,BIGFEST,user
3664825,BIGFEST,user
1011808,BIGFEST,user
24236429,BIGFEST,user
258488930,BIGFEST,user
56450051,BIGFEST,user
13513165,BIGFEST,user
244615930,BIGFEST,user
426816620,BIGFEST,user
453134689,BIGFEST,user
234919958,BIGFEST,user
247817040,BIGFEST,user
251853436,BIGFEST,user
193812927,BIGFEST,user
466355123,BIGFEST,user
151127,BIGFEST,user
164405309,BIGFEST,user
320018433,BIGFEST,user
39021571,BIGFEST,user
68230851,BIGFEST,user
1150167,BIGFEST,user
317020237,BIGFEST,user
244901576,BIGFEST,user
146779062,BIGFEST,user
15590678,BIGFEST,user
96854059,BIGFEST,user
55424,BIGFEST,user
270360,BIGFEST,user
493810,BIGFEST,user
665635,BIGFEST,user
715772,BIGFEST,user
928839,BIGFEST,user
2178775,BIGFEST,user
2390040,BIGFEST,user
2476242,BIGFEST,user
3588739,BIGFEST,user
5125214,BIGFEST,user
7973851,BIGFEST,user
8463286,BIGFEST,user
10879681,BIGFEST,user
11046771,BIGFEST,user
15129371,BIGFEST,user
18324513,BIGFEST,user
22324003,BIGFEST,user
23335021,BIGFEST,user
23939350,BIGFEST,user
27056249,BIGFEST,user
27508281,BIGFEST,user
31059248,BIGFEST,user
33434879,BIGFEST,user
33787954,BIGFEST,user
37679306,BIGFEST,user
38277171,BIGFEST,user
42102496,BIGFEST,user
46541404,BIGFEST,user
52887637,BIGFEST,user
54827616,BIGFEST,user
58773733,BIGFEST,user
59413016,BIGFEST,user
61122919,BIGFEST,user
63122309,BIGFEST,user
63635551,BIGFEST,user
66807256,BIGFEST,user
68320474,BIGFEST,user
77557943,BIGFEST,user
81227053,BIGFEST,user
84181175,BIGFEST,user
87230943,BIGFEST,user
95766448,BIGFEST,user
97378392,BIGFEST,user
100560313,BIGFEST,user
101596421,BIGFEST,user
103485202,BIGFEST,user
111078016,BIGFEST,user
119033911,BIGFEST,user
120829698,BIGFEST,user
124870771,BIGFEST,user
126397988,BIGFEST,user
136965355,BIGFEST,user
137991096,BIGFEST,user
140114725,BIGFEST,user
141121554,BIGFEST,user
145151945,BIGFEST,user
145674088,BIGFEST,user
152459897,BIGFEST,user
154027514,BIGFEST,user
157804557,BIGFEST,user
158432872,BIGFEST,user
159480928,BIGFEST,user
159742127,BIGFEST,user
164503402,BIGFEST,user
165227364,BIGFEST,user
167920399,BIGFEST,user
170199594,BIGFEST,user
175850391,BIGFEST,user
179191180,BIGFEST,user
181639718,BIGFEST,user
186662721,BIGFEST,user
195004804,BIGFEST,user
195256884,BIGFEST,user
195596593,BIGFEST,user
200606904,BIGFEST,user
200630921,BIGFEST,user
208239609,BIGFEST,user
210030679,BIGFEST,user
210377575,BIGFEST,user
210847659,BIGFEST,user
212414069,BIGFEST,user
215672751,BIGFEST,user
216115750,BIGFEST,user
223851324,BIGFEST,user
232524037,BIGFEST,user
238961749,BIGFEST,user
243360239,BIGFEST,user
247633931,BIGFEST,user
251621515,BIGFEST,user
253509026,BIGFEST,user
254538688,BIGFEST,user
256720442,BIGFEST,user
258193912,BIGFEST,user
260662694,BIGFEST,user
263425600,BIGFEST,user
264546825,BIGFEST,user
268651984,BIGFEST,user
270869478,BIGFEST,user
274514256,BIGFEST,user
277782177,BIGFEST,user
288282597,BIGFEST,user
291314758,BIGFEST,user
291963597,BIGFEST,user
304128029,BIGFEST,user
304580799,BIGFEST,user
308009925,BIGFEST,user
313989120,BIGFEST,user
321127580,BIGFEST,user
323033322,BIGFEST,user
324560477,BIGFEST,user
331878910,BIGFEST,user
332325371,BIGFEST,user
340391508,BIGFEST,user
344777308,BIGFEST,user
347454716,BIGFEST,user
349492874,BIGFEST,user
349972988,BIGFEST,user
356090278,BIGFEST,user
359336035,BIGFEST,user
360214947,BIGFEST,user
360936428,BIGFEST,user
368410035,BIGFEST,user
368973542,BIGFEST,user
371361119,BIGFEST,user
382022627,BIGFEST,user
382449430,BIGFEST,user
392026984,BIGFEST,user
392549589,BIGFEST,user
403785792,BIGFEST,user
404718840,BIGFEST,user
405196302,BIGFEST,user
416696888,BIGFEST,user
452875211,BIGFEST,user
476244821,BIGFEST,user
490957290,BIGFEST,user
521556850,BIGFEST,user
528227067,BIGFEST,user
512345709,VARENNE,user
540149073,VARENNE,user
83700735,VARENNE,user
13240976,VARENNE,user
173215696,VARENNE,user
155787821,VARENNE,user
305063929,VARENNE,user
175314325,VARENNE,user
429082927,VARENNE,user
133920990,VARENNE,user
185602652,VARENNE,user
559091051,VARENNE,user
56690868,VARENNE,user
187597616,VARENNE,user
220431306,VARENNE,user
68111,VARENNE,user
10700373,VARENNE,user
91004558,VARENNE,user
172995860,VARENNE,user
17230211,VARENNE,user
159695243,VARENNE,user
139241606,VARENNE,user
157196257,VARENNE,user
174244646,VARENNE,user
16488222,VARENNE,user
70850530,VARENNE,user
256757579,VARENNE,user
112199612,VARENNE,user
59971509,VARENNE,user
668587,VARENNE,user
140896435,VARENNE,user
20530355,VARENNE,user
58460247,VARENNE,user
138346385,VARENNE,user
4295279,VARENNE,user
208118377,VARENNE,user
242243496,VARENNE,user
106552396,VARENNE,user
104040874,VARENNE,user
8464989,VARENNE,user
15177829,VARENNE,user
20532042,VARENNE,user
316986231,VARENNE,user
89876592,VARENNE,user
488831617,VARENNE,user
133352446,VARENNE,user
7472994,VARENNE,user
172828693,VARENNE,user
31852319,VARENNE,user
171158669,VARENNE,user
160551930,VARENNE,user
155406170,VARENNE,user
417538138,VARENNE,user
408719391,VARENNE,user
191853540,VARENNE,user
68452471,VARENNE,user
21171129,VARENNE,user
170529014,VARENNE,user
244759694,VARENNE,user
190892324,VARENNE,user
10893208,VARENNE,user
19766206,VARENNE,user
159861091,VARENNE,user
177331695,VARENNE,user
93128877,VARENNE,user
143773719,VARENNE,user
222353050,VARENNE,user
343317139,VARENNE,user
226480359,VARENNE,user
143856095,VARENNE,user
353850413,VARENNE,user
435737794,VARENNE,user
124582587,VARENNE,user
191693385,VARENNE,user
498736761,VARENNE,user
137135615,VARENNE,user
54285923,VARENNE,user
446373105,VARENNE,user
251384006,VARENNE,user
446721068,VARENNE,user
342043911,VARENNE,user
159696106,VARENNE,user
563983173,VARENNE,user
28372651,VARENNE,user
91234328,VARENNE,user
553498448,VARENNE,user
366476682,VARENNE,user
249723918,VARENNE,user
179355198,VARENNE,user
86214011,VARENNE,user
176660181,VARENNE,user
3172294,VARENNE,user
118032995,VARENNE,user
209158768,VARENNE,user
123220333,VARENNE,user
277343522,VARENNE,user
113528920,VARENNE,user
312879352,VARENNE,user
78420379,VARENNE,user
275833283,VARENNE,user
311402337,VARENNE,user
6960614,VARENNE,user
161196314,VARENNE,user
169620157,VARENNE,user
104583347,VARENNE,user
179826728,VARENNE,user
182534914,VARENNE,user
289805209,VARENNE,user
107772819,VARENNE,user
150673500,VARENNE,user
14074524,VARENNE,user
355091389,VARENNE,user
42267051,VARENNE,user
11532132,VARENNE,user
397779922,VARENNE,user
170331886,VARENNE,user
21458903,VARENNE,user
70790744,VARENNE,user
236123682,VARENNE,user
42298712,VARENNE,user
80556763,VARENNE,user
21441886,VARENNE,user
156106415,VARENNE,user
83420082,VARENNE,user
266777816,VARENNE,user
33389361,VARENNE,user
156681432,VARENNE,user
11341961,VARENNE,user
205021313,VARENNE,user
14583362,VARENNE,user
571546379,VARENNE,user
454067759,VARENNE,user
589117558,VARENNE,user
152068877,VARENNE,user
6821422,VARENNE,user
446331,VARENNE,user
1210379,VARENNE,user
2201920,VARENNE,user
4211665,VARENNE,user
5731625,VARENNE,user
7648349,VARENNE,user
7708585,VARENNE,user
9605243,VARENNE,user
11658374,VARENNE,user
14213802,VARENNE,user
14452388,VARENNE,user
16266940,VARENNE,user
18752564,VARENNE,user
20013437,VARENNE,user
20369935,VARENNE,user
20729538,VARENNE,user
21410495,VARENNE,user
23716418,VARENNE,user
25548032,VARENNE,user
26061296,VARENNE,user
29904057,VARENNE,user
29944825,VARENNE,user
31806327,VARENNE,user
32769946,VARENNE,user
33885836,VARENNE,user
37942946,VARENNE,user
40419285,VARENNE,user
43805219,VARENNE,user
51052431,VARENNE,user
52712057,VARENNE,user
53179601,VARENNE,user
57694164,VARENNE,user
60830343,VARENNE,user
62548521,VARENNE,user
71850235,VARENNE,user
79320064,VARENNE,user
87401290,VARENNE,user
88328230,VARENNE,user
89853296,VARENNE,user
90775564,VARENNE,user
93053901,VARENNE,user
97093145,VARENNE,user
97287801,VARENNE,user
99826111,VARENNE,user
106147934,VARENNE,user
109518993,VARENNE,user
117359211,VARENNE,user
121064006,VARENNE,user
129495826,VARENNE,user
132066218,VARENNE,user
132431893,VARENNE,user
132681668,VARENNE,user
132893107,VARENNE,user
134249601,VARENNE,user
134512430,VARENNE,user
135236949,VARENNE,user
135567533,VARENNE,user
136096321,VARENNE,user
136636241,VARENNE,user
138031218,VARENNE,user
138758421,VARENNE,user
139140282,VARENNE,user
139977292,VARENNE,user
140086013,VARENNE,user
142373688,VARENNE,user
144296937,VARENNE,user
144575888,VARENNE,user
145205491,VARENNE,user
145942991,VARENNE,user
148569017,VARENNE,user
148954799,VARENNE,user
151464679,VARENNE,user
153405750,VARENNE,user
155008820,VARENNE,user
156077945,VARENNE,user
156116196,VARENNE,user
159609047,VARENNE,user
160371377,VARENNE,user
160688836,VARENNE,user
160747513,VARENNE,user
163734493,VARENNE,user
166746364,VARENNE,user
169946996,VARENNE,user
173543347,VARENNE,user
176184746,VARENNE,user
176414833,VARENNE,user
178491140,VARENNE,user
183799261,VARENNE,user
185016038,VARENNE,user
185476778,VARENNE,user
188037430,VARENNE,user
191835455,VARENNE,user
193113509,VARENNE,user
194147919,VARENNE,user
202702849,VARENNE,user
207921921,VARENNE,user
210662709,VARENNE,user
212260564,VARENNE,user
219762581,VARENNE,user
221544735,VARENNE,user
225019418,VARENNE,user
227080752,VARENNE,user
228605734,VARENNE,user
228786637,VARENNE,user
234732138,VARENNE,user
235640395,VARENNE,user
238708394,VARENNE,user
239928980,VARENNE,user
245164409,VARENNE,user
251601344,VARENNE,user
252910322,VARENNE,user
253014326,VARENNE,user
253795960,VARENNE,user
254915709,VARENNE,user
255968872,VARENNE,user
259710121,VARENNE,user
262823026,VARENNE,user
266991972,VARENNE,user
270531629,VARENNE,user
279432570,VARENNE,user
281036576,VARENNE,user
284182079,VARENNE,user
300755306,VARENNE,user
302078704,VARENNE,user
319605997,VARENNE,user
334583402,VARENNE,user
343255773,VARENNE,user
344817594,VARENNE,user
360283473,VARENNE,user
373287026,VARENNE,user
386438743,VARENNE,user
393125544,VARENNE,user
393985701,VARENNE,user
401510100,VARENNE,user
410944540,VARENNE,user
413783883,VARENNE,user
413930942,VARENNE,user
416035897,VARENNE,user
419150161,VARENNE,user
435968728,VARENNE,user
438746614,VARENNE,user
442011496,VARENNE,user
473485485,VARENNE,user
493665416,VARENNE,user
502816441,VARENNE,user
512002549,VARENNE,user
521602748,VARENNE,user
539103352,VARENNE,user
553240166,VARENNE,user
554462012,VARENNE,user
556971652,VARENNE,user
587930565,VARENNE,user
18779580,TPROGER,user
223024731,TPROGER,user
567591690,TPROGER,user
358304126,TPROGER,user
7065113,TPROGER,user
146080451,TPROGER,user
144638397,TPROGER,user
358497250,TPROGER,user
595564667,TPROGER,user
460998974,TPROGER,user
27498756,TPROGER,user
111615392,TPROGER,user
137231123,TPROGER,user
122179901,TPROGER,user
586950278,TPROGER,user
116027085,TPROGER,user
82453867,TPROGER,user
315143412,TPROGER,user
556576828,TPROGER,user
572983172,TPROGER,user
1663711,TPROGER,user
362070749,TPROGER,user
165202513,TPROGER,user
503846898,TPROGER,user
481530174,TPROGER,user
288572388,TPROGER,user
161519128,TPROGER,user
478532719,TPROGER,user
16745195,TPROGER,user
2821110,TPROGER,user
142388911,TPROGER,user
3380690,TPROGER,user
309249048,TPROGER,user
528723,TPROGER,user
459179396,TPROGER,user
537809864,TPROGER,user
58992400,TPROGER,user
592341472,TPROGER,user
492831741,TPROGER,user
330314908,TPROGER,user
446826966,TPROGER,user
323890289,TPROGER,user
570061923,TPROGER,user
155818340,TPROGER,user
137528851,TPROGER,user
593140434,TPROGER,user
9188875,TPROGER,user
55608969,TPROGER,user
529346668,TPROGER,user
54071077,TPROGER,user
439655413,TPROGER,user
321509081,TPROGER,user
565163505,TPROGER,user
209000197,TPROGER,user
22444289,TPROGER,user
420025229,TPROGER,user
454932280,TPROGER,user
593207908,TPROGER,user
425896658,TPROGER,user
63326533,TPROGER,user
423963740,TPROGER,user
221036402,TPROGER,user
473115462,TPROGER,user
1194237,TPROGER,user
132483486,TPROGER,user
32270028,TPROGER,user
593338627,TPROGER,user
116731712,TPROGER,user
453871346,TPROGER,user
229309020,TPROGER,user
587841342,TPROGER,user
328186685,TPROGER,user
560032830,TPROGER,user
3972655,TPROGER,user
299155657,TPROGER,user
230871667,TPROGER,user
378106329,TPROGER,user
114317606,TPROGER,user
371485547,TPROGER,user
567519441,TPROGER,user
117224041,TPROGER,user
475195464,TPROGER,user
72305985,TPROGER,user
332552878,TPROGER,user
151551524,TPROGER,user
574030962,TPROGER,user
23823005,TPROGER,user
168175569,TPROGER,user
447929550,TPROGER,user
154706684,TPROGER,user
141136702,TPROGER,user
171386201,TPROGER,user
151750648,TPROGER,user
174979463,TPROGER,user
590908124,TPROGER,user
42632506,TPROGER,user
216172439,TPROGER,user
485781781,TPROGER,user
525400943,TPROGER,user
198372733,TPROGER,user
103690827,TPROGER,user
19541651,TPROGER,user
62863031,TPROGER,user
45899736,TPROGER,user
529518376,TPROGER,user
158385,TPROGER,user
214895,TPROGER,user
422458,TPROGER,user
509475,TPROGER,user
909763,TPROGER,user
1467347,TPROGER,user
1602006,TPROGER,user
1835965,TPROGER,user
2375619,TPROGER,user
2638532,TPROGER,user
3497305,TPROGER,user
3551133,TPROGER,user
3601994,TPROGER,user
4273007,TPROGER,user
4479713,TPROGER,user
5283649,TPROGER,user
5839204,TPROGER,user
6139627,TPROGER,user
6258002,TPROGER,user
6946361,TPROGER,user
7944823,TPROGER,user
8146055,TPROGER,user
8232440,TPROGER,user
8568125,TPROGER,user
8946085,TPROGER,user
9336279,TPROGER,user
10531751,TPROGER,user
11837475,TPROGER,user
12078029,TPROGER,user
12144533,TPROGER,user
12644265,TPROGER,user
12839885,TPROGER,user
13517056,TPROGER,user
16203644,TPROGER,user
16863498,TPROGER,user
17001690,TPROGER,user
17707765,TPROGER,user
18033792,TPROGER,user
18336249,TPROGER,user
18659737,TPROGER,user
18923319,TPROGER,user
19214486,TPROGER,user
20227198,TPROGER,user
20288243,TPROGER,user
20363273,TPROGER,user
21160815,TPROGER,user
21274589,TPROGER,user
22705695,TPROGER,user
23548155,TPROGER,user
23765417,TPROGER,user
25809354,TPROGER,user
26563880,TPROGER,user
27901687,TPROGER,user
28850334,TPROGER,user
31044339,TPROGER,user
31956231,TPROGER,user
37302845,TPROGER,user
