descr,available,price,sn,shop,action,quality,action_n,quality_n
5000 Подписчиков  Лучшие Живые! 7229   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,5000,1.4458,tiktok,doctorsmm.csv,participate,live,3,4
100 Подписчиков  Средние Весь мир 31   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,100,0.31,tiktok,doctorsmm.csv,participate,mid,3,2
300 Подписчиков  Средние Весь мир 91   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,300,0.30333333333333334,tiktok,doctorsmm.csv,participate,mid,3,2
500 Подписчиков  Средние Весь мир 149   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,500,0.298,tiktok,doctorsmm.csv,participate,mid,3,2
1000 Подписчиков  Средние Весь мир 289   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,1000,0.289,tiktok,doctorsmm.csv,participate,mid,3,2
5000 Подписчиков  Средние Весь мир 1399   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,5000,0.2798,tiktok,doctorsmm.csv,participate,mid,3,2
100 Подписчиков  Оптимальные СНГ+Весь мир 69   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,100,0.69,tiktok,doctorsmm.csv,participate,high,3,3
300 Подписчиков  Оптимальные СНГ+Весь мир 205   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,300,0.6833333333333333,tiktok,doctorsmm.csv,participate,high,3,3
500 Подписчиков  Оптимальные СНГ+Весь мир 339   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,500,0.678,tiktok,doctorsmm.csv,participate,high,3,3
1000 Подписчиков  Оптимальные СНГ+Весь мир 629   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,1000,0.629,tiktok,doctorsmm.csv,participate,high,3,3
10000 Подписчиков  Оптимальные СНГ+Весь мир 5719   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,10000,0.5719,tiktok,doctorsmm.csv,participate,high,3,3
100 Лайков  Быстрые Русские 139   Лучшее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,100,1.39,tiktok,doctorsmm.csv,like,high,2,3
300 Лайков  Быстрые Россия 415   Лучшее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,300,1.3833333333333333,tiktok,doctorsmm.csv,like,high,2,3
500 Лайков  Быстрые Россия 690   Лучшее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,500,1.38,tiktok,doctorsmm.csv,like,high,2,3
1000 Лайков  Быстрые Русские 1369   Лучшее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,1000,1.369,tiktok,doctorsmm.csv,like,high,2,3
10000 Лайков  Быстрые Русские 13319   Лучшее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,10000,1.3319,tiktok,doctorsmm.csv,like,high,2,3
100 Лайков  на видео Базовые 13   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,100,0.13,tiktok,doctorsmm.csv,like,mid,2,2
300 Лайков  на видео Базовые 38   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,300,0.12666666666666668,tiktok,doctorsmm.csv,like,mid,2,2
500 Лайков  на видео Базовые 61   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,500,0.122,tiktok,doctorsmm.csv,like,mid,2,2
1000 Лайков  на видео Базовые 119   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,1000,0.119,tiktok,doctorsmm.csv,like,mid,2,2
3000 Лайков  на видео Базовые 349   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,3000,0.11633333333333333,tiktok,doctorsmm.csv,like,mid,2,2
1000 Просмотров  на видео Оптима 18   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,1000,0.018,tiktok,doctorsmm.csv,view,high,1,3
5000 Просмотров  на видео Оптима 88   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,5000,0.0176,tiktok,doctorsmm.csv,view,high,1,3
10000 Просмотров  на видео Оптима 172   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,10000,0.0172,tiktok,doctorsmm.csv,view,high,1,3
30000 Просмотров  на видео Оптима 499   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,30000,0.016633333333333333,tiktok,doctorsmm.csv,view,high,1,3
80000 Просмотров  на видео Оптима 1359   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,80000,0.0169875,tiktok,doctorsmm.csv,view,high,1,3
1000 Просмотров  на видео Стандартные 7   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,1000,0.007,tiktok,doctorsmm.csv,view,mid,1,2
5000 Просмотров  на видео Стандартные 34   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,5000,0.0068,tiktok,doctorsmm.csv,view,mid,1,2
10000 Просмотров  на видео Стандартные 66   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,10000,0.0066,tiktok,doctorsmm.csv,view,mid,1,2
20000 Просмотров  на видео Стандартные 129   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,20000,0.00645,tiktok,doctorsmm.csv,view,mid,1,2
100 Лайков  на видео Базовые 13   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,100,0.13,tiktok,doctorsmm.csv,like,mid,2,2
300 Лайков  на видео Базовые 38   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,300,0.12666666666666668,tiktok,doctorsmm.csv,like,mid,2,2
500 Лайков  на видео Базовые 61   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,500,0.122,tiktok,doctorsmm.csv,like,mid,2,2
1000 Лайков  на видео Базовые 119   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,1000,0.119,tiktok,doctorsmm.csv,like,mid,2,2
3000 Лайков  на видео Базовые 349   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,3000,0.11633333333333333,tiktok,doctorsmm.csv,like,mid,2,2
100 Лайков  на видео Микс 49   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,100,0.49,tiktok,doctorsmm.csv,like,high,2,3
500 Лайков  на видео Микс 241   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,500,0.482,tiktok,doctorsmm.csv,like,high,2,3
1000 Лайков  на видео Микс 469   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,1000,0.469,tiktok,doctorsmm.csv,like,high,2,3
5000 Лайков  на видео Микс 2189   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,5000,0.4378,tiktok,doctorsmm.csv,like,high,2,3
1000 лайков  на видео Биржевые 117   Базовое качество Запуск 0-48 час Мин 1000 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 5000 ед Гарантии нет Безопасное продвижение!,1000,0.117,tiktok,doctorsmm.csv,like,low,2,1
100 Лайков  на видео Русские-СНГ 69   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,100,0.69,tiktok,doctorsmm.csv,like,high,2,3
300 Лайков  на видео Русские-СНГ 205   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,300,0.6833333333333333,tiktok,doctorsmm.csv,like,high,2,3
500 Лайков  на видео Русские-СНГ 339   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,500,0.678,tiktok,doctorsmm.csv,like,high,2,3
1000 Лайков  на видео Русские-СНГ 629   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,1000,0.629,tiktok,doctorsmm.csv,like,high,2,3
10000 Лайков  на видео Русские-СНГ 5719   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,10000,0.5719,tiktok,doctorsmm.csv,like,high,2,3
30000 Лайков  на видео Русские-СНГ 16129   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,30000,0.5376333333333333,tiktok,doctorsmm.csv,like,high,2,3
100 Подписчиков  Русские ЖИВЫЕ! 159   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,100,1.59,tiktok,doctorsmm.csv,participate,live,3,4
300 Подписчиков  Русские ЖИВЫЕ! 474   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,300,1.58,tiktok,doctorsmm.csv,participate,live,3,4
500 Подписчиков  Русские ЖИВЫЕ! 779   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,500,1.558,tiktok,doctorsmm.csv,participate,live,3,4
1000 Подписчиков  Русские ЖИВЫЕ! 1529   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,1000,1.529,tiktok,doctorsmm.csv,participate,live,3,4
5000 Подписчиков  Русские ЖИВЫЕ! 7229   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,5000,1.4458,tiktok,doctorsmm.csv,participate,live,3,4
10000 Подписчиков  Русские ЖИВЫЕ! 13998   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,10000,1.3998,tiktok,doctorsmm.csv,participate,live,3,4
100 Подписчиков  Стандартные микс 31   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,100,0.31,tiktok,doctorsmm.csv,participate,mid,3,2
500 Подписчиков  Стандартные микс 149   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,500,0.298,tiktok,doctorsmm.csv,participate,mid,3,2
1000 Подписчиков  Стандартные микс 289   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,1000,0.289,tiktok,doctorsmm.csv,participate,mid,3,2
5000 Подписчиков  Стандартные микс 1399   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,5000,0.2798,tiktok,doctorsmm.csv,participate,mid,3,2
1000 Подписчиков  Базовые 143   Низкое качество Запуск 0-48 час Мин 1000 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 1000 ед Гарантии нет Белое продвижение,1000,0.143,tiktok,doctorsmm.csv,participate,low,3,1
1000 Просмотров  на видео Стандартные 7   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,1000,0.007,tiktok,doctorsmm.csv,view,mid,1,2
5000 Просмотров  на видео Стандартные 34   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,5000,0.0068,tiktok,doctorsmm.csv,view,mid,1,2
10000 Просмотров  на видео Стандартные 66   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,10000,0.0066,tiktok,doctorsmm.csv,view,mid,1,2
20000 Просмотров  на видео Стандартные 129   Среднее качество Запуск 0-6 час Мин 1000 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 20К ед Гарантии нет Безопасное продвижение!,20000,0.00645,tiktok,doctorsmm.csv,view,mid,1,2
1000 Просмотров  на видео Оптима 18   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,1000,0.018,tiktok,doctorsmm.csv,view,high,1,3
5000 Просмотров  на видео Оптима 88   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,5000,0.0176,tiktok,doctorsmm.csv,view,high,1,3
10000 Просмотров  на видео Оптима 172   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,10000,0.0172,tiktok,doctorsmm.csv,view,high,1,3
30000 Просмотров  на видео Оптима 499   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,30000,0.016633333333333333,tiktok,doctorsmm.csv,view,high,1,3
80000 Просмотров  на видео Оптима 1359   Хорошее качество Запуск 0-2 час Мин 1000 ед на 1 ссылку Скорость до 5000 ед/сутки Доступно 80К ед Гарантия - 60 дней! Безопасное продвижение!,80000,0.0169875,tiktok,doctorsmm.csv,view,high,1,3
100 Лайков  на видео Стандартные 13   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,100,0.13,tiktok,doctorsmm.csv,like,mid,2,2
300 Лайков  на видео Стандартные 38   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,300,0.12666666666666668,tiktok,doctorsmm.csv,like,mid,2,2
500 Лайков  на видео Стандартные 61   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,500,0.122,tiktok,doctorsmm.csv,like,mid,2,2
1000 Лайков  на видео Стандартные 119   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,1000,0.119,tiktok,doctorsmm.csv,like,mid,2,2
3000 Лайков  на видео Стандартные 349   Среднее качество микс Запуск 0-6 час Мин 100 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 3000 ед Гарантии нет Безопасное продвижение!,3000,0.11633333333333333,tiktok,doctorsmm.csv,like,mid,2,2
1000 лайков  на видео Запасные 99   Базовое качество Запуск 0-48 час Мин 1000 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 5000 ед Гарантии нет Безопасное продвижение!,1000,0.099,tiktok,doctorsmm.csv,like,low,2,1
100 Фанатов  на аккаунт Микс 19   Среднее качество Запуск 0-12 час Мин 100 ед на 1 ссылку Скорость 100-1000 ед/сутки Доступно 3000 ед Гарантии нет Белое продвижение,100,0.19,tiktok,doctorsmm.csv,friend,mid,3,2
300 Фанатов  на аккаунт Микс 56   Среднее качество Запуск 0-12 час Мин 100 ед на 1 ссылку Скорость 100-1000 ед/сутки Доступно 3000 ед Гарантии нет Белое продвижение,300,0.18666666666666668,tiktok,doctorsmm.csv,friend,mid,3,2
500 Фанатов  на аккаунт Микс 93   Среднее качество Запуск 0-12 час Мин 100 ед на 1 ссылку Скорость 100-1000 ед/сутки Доступно 3000 ед Гарантии нет Белое продвижение,500,0.186,tiktok,doctorsmm.csv,friend,mid,3,2
1000 Фанатов  на аккаунт Микс 179   Среднее качество Запуск 0-12 час Мин 100 ед на 1 ссылку Скорость 100-1000 ед/сутки Доступно 3000 ед Гарантии нет Белое продвижение,1000,0.179,tiktok,doctorsmm.csv,friend,mid,3,2
3000 Фанатов  на аккаунт Микс 529   Среднее качество Запуск 0-12 час Мин 100 ед на 1 ссылку Скорость 100-1000 ед/сутки Доступно 3000 ед Гарантии нет Белое продвижение,3000,0.17633333333333334,tiktok,doctorsmm.csv,friend,mid,3,2
100 Лайков  на видео Весь мир 49   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,100,0.49,tiktok,doctorsmm.csv,like,high,2,3
500 Лайков  на видео Весь мир 241   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,500,0.482,tiktok,doctorsmm.csv,like,high,2,3
1000 Лайков  на видео Весь мир 469   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,1000,0.469,tiktok,doctorsmm.csv,like,high,2,3
5000 Лайков  на видео Весь мир 2189   Хорошее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Безопасное продвижение!,5000,0.4378,tiktok,doctorsmm.csv,like,high,2,3
100 Фанатов  на аккаунт Стандартные 31   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,100,0.31,tiktok,doctorsmm.csv,friend,mid,3,2
500 Фанатов  на аккаунт Стандартные 149   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,500,0.298,tiktok,doctorsmm.csv,friend,mid,3,2
1000 Фанатов  на аккаунт Стандартные 289   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,1000,0.289,tiktok,doctorsmm.csv,friend,mid,3,2
5000 Фанатов  на аккаунт Стандартные 1399   Среднее качество Запуск 0-24 час Мин 100 ед на 1 ссылку Скорость до 1500 ед/сутки Доступно 5000 ед Стабильные! Белое продвижение,5000,0.2798,tiktok,doctorsmm.csv,friend,mid,3,2
1000 фанатов  на аккаунт Запасные 143   Базовое качество Запуск 0-48 час Мин 1000 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 1000 ед Гарантии нет Белое продвижение,1000,0.143,tiktok,doctorsmm.csv,friend,low,3,1
100 Лайков  на видео Русские 69   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,100,0.69,tiktok,doctorsmm.csv,like,high,2,3
300 Лайков  на видео Русские 205   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,300,0.6833333333333333,tiktok,doctorsmm.csv,like,high,2,3
500 Лайков  на видео Русские 339   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,500,0.678,tiktok,doctorsmm.csv,like,high,2,3
1000 Лайков  на видео Русские 629   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,1000,0.629,tiktok,doctorsmm.csv,like,high,2,3
10000 Лайков  на видео Русские 5719   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,10000,0.5719,tiktok,doctorsmm.csv,like,high,2,3
30000 Лайков  на видео Русские 16129   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 80К ед Гарантия! Рекомендуем!,30000,0.5376333333333333,tiktok,doctorsmm.csv,like,high,2,3
100 Фанатов  на аккаунт Оптимальные 69   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,100,0.69,tiktok,doctorsmm.csv,friend,high,3,3
300 Фанатов  на аккаунт Оптимальные 205   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,300,0.6833333333333333,tiktok,doctorsmm.csv,friend,high,3,3
500 Фанатов  на аккаунт Оптимальные 339   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,500,0.678,tiktok,doctorsmm.csv,friend,high,3,3
1000 Фанатов  на аккаунт Оптимальные 629   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,1000,0.629,tiktok,doctorsmm.csv,friend,high,3,3
10000 Фанатов  на аккаунт Оптимальные 5719   Хорошее качество Запуск 0-4 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 10К ед Стабильные! Белое продвижение,10000,0.5719,tiktok,doctorsmm.csv,friend,high,3,3
100 Фанатов  на аккаунт Живые Россия 159   Высокое качество Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 3000 ед/сутки Доступно 10К ед Гарантия - 60 дней! Необходимо иметь 3 публ ,100,1.59,tiktok,doctorsmm.csv,friend,live,3,4
Статистика Инстаграм Охват и показы публикации 2p 25 50 000 Накрутка уникальных посетителей на публикацию из профиля и главной. В бизнес-профилях прирост показателей: Показы и Охват. Инстаграм обновляет статистику с задержкой. Быстрый старт и плавная накрутка.,25,0.08,instagram,globalsmm,view,high,1,3
Статистика Инстаграм Охват и показы публикации (плавные) 2p 25 5 000 Накрутка охвата публикациии. Вместе с охватом идут показы. Быстрый старт плавная накрутка.,25,0.08,instagram,globalsmm,view,mid,1,2
Просмотры Инстаграм Просмотры видео [1m] 3p 100 1 000 000 Накрутка просмотров: Преимущественно быстрый старт хорошая скорость выполнения.,100,0.03,instagram,globalsmm,view,high,1,3
Просмотры историй в Инстаграм Просмотры историй [25k] 3p 100 25 000 Накрутка просмотров временных историй. Указывать ссылку на аккаунт. Не все просмотры уникальны.,100,0.03,instagram,globalsmm,friend,high,3,3
Просмотры Инстаграм Просмотры видео [500k] (с охватом и посещениями) 5p 500 500 000 Накрутка просмотров на видео. Быстрый старт хорошая скорость. Вместе с просмотрами идут показы и охват(для бизнес профилей).,500,0.01,instagram,globalsmm,view,high,1,3
Просмотры видео инстаграм [MIX] Инстаграм просмотры + охват [50K] 5p 100 50 000 Реальные просмотры + показы от других в статистике (очень полезно)! Мгновенный старт! Быстрая доставка! Минимум 20 Максимум 3М,100,0.05,instagram,globalsmm,view,mid,1,2
Просмотры видео инстаграм [MIX] Инстаграм просмотры + охват [1.5M] 5p 100 1 500 000 Просмотры + впечатления Быстрая доставка! Минимум 100 Максимум 15 м,100,0.05,instagram,globalsmm,view,mid,1,2
Просмотры видео инстаграм [MIX] Инстаграм просмотры + охват [2M] 6p 100 2 000 000 Реальные просмотры + показы от Explore в статистике (очень полезно)! Быстрая доставка!,100,0.06,instagram,globalsmm,view,mid,1,2
Просмотры видео инстаграм [MIX] Инстаграм просмотры + охват [2M] 6p 100 2 000 000 Реальные просмотры + показы из Home в статистике (очень полезно)! Быстрая доставка!,100,0.06,instagram,globalsmm,view,mid,1,2
Просмотры видео инстаграм [MIX] Инстаграм просмотры + охват [2M] 7p 100 2 000 000 Реальные просмотры + показы от местоположения в статистике (очень полезно)! Быстрая доставка!,100,0.07,instagram,globalsmm,view,mid,1,2
Просмотры историй в Инстаграм Просмотры историй [15K] 7p 100 15 000 Накрутка просмотров временных историй. Указывать ссылку на аккаунт. Нестабильные возможны зависания.,100,0.07,instagram,globalsmm,friend,mid,3,2
Статистика Инстаграм Охват публикации 11p 50 10 000 Накрутка показов(уникальных посетителей) на публикацию. Повышаются показатели Охват и Показы публикации в бизнес-профилях. Не заказывать на альбомы.,50,0.22,instagram,globalsmm,view,high,1,3
Лайки Инстаграм Лайки Инстаграм [15k] 13p 10 15 000 Накрутка лайков в инстаграм боты с аватарками и публикациями. - Возможны большие списания.(Также приход может быть меньше заказанного из-за списаний при накрутке),10,1.3,instagram,globalsmm,like,low,2,1
